unnamed:_0,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
3500,991,SFX,CDX,2022-09-28,Delayed,Delayed,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,
3501,991,SFX,CDX,2022-09-28,Delayed,Delayed,Atlantic,They did not have sparkling water when it was the second drink service.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,sparkl water second drink servic
3502,2446,ORX,PHX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B737-800,Mainline,member,Neutral,
3503,1750,SFX,OGX,2022-09-28,Early & Ontime,Delayed,Domestic,More vegan options would be great. But we are happy to have the Tapas box. Especially when SFO food service workers are on strike!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,vegan option would great happi tapa box especi sfo food servic worker strike
3504,351,BZX,DEX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,Would rather have the Biscotti wafer.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,would rather biscotti wafer
3505,1697,SFX,RNX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,Too short for inflight food/beverages Frankfurt to SFO some of the food was not very warm.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,short inflight frankfurt sfo food warm
3506,260,DEX,MCX,2022-09-27,Delayed,Delayed,Domestic,Plane boarding and than took off 1 hour past the time it was supposed to due to the cleaning crew cleaning the plane.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,plane board took 1 hour past time suppos due clean crew clean plane
3507,254,IAX,HNX,2022-09-29,Early & Ontime,Delayed,Domestic,Hot dish.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,hot dish
3508,254,IAX,HNX,2022-09-29,Early & Ontime,Delayed,Domestic,Hamburger was great tasting.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member,Neutral,hamburg great tast
3509,254,IAX,HNX,2022-09-29,Early & Ontime,Delayed,Domestic,I miss the hot towel service !!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member,Neutral,miss hot towel servic
3510,2639,PDX,EWX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,
3511,3431,EWX,CVX,2022-09-28,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
3512,1768,DEX,DCX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,I like the new AHA sparkling water options. They are much healthier.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,like new aha sparkl water option much healthier
3513,3624,PIX,EWX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,would like to have had pretzels with the soda.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-170,Express,non-member,Neutral,would like pretzel soda
3514,960,LHX,ORX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,The food was good. there were no choices left by the time we were served. Really hope any vegetarians get served first as the chicken option was the only thing available.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Neutral,food good choic left time serv realli hope vegetarian get serv first chicken option thing avail
3515,3665,EWX,CMX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,nope.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-170,Express,non-member,Neutral,nope
3516,2041,IAX,MSX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
3517,1525,IAX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,Better food choices for coach.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Neutral,better food choic coach
3518,619,IAX,TPX,2022-09-30,Delayed,Delayed,Domestic,OK.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,ok
3519,1752,IAX,GUX,2022-09-30,Early & Ontime,Early & Ontime,Latin,Excelente.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,excelent
3520,439,CLX,IAX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-700,Mainline,member,Neutral,
3521,85,EWX,TLX,2022-09-30,Early & Ontime,Delayed,Atlantic,"I ordered a special meal but did not receive it [meal]. There was a leftover meal I got. Also, when you sit in the back by the time they get to you there are no options left.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,order special meal receiv meal leftov meal got also sit back time get option left
3522,96,TKX,GUX,2022-09-25,Early & Ontime,Early & Ontime,Pacific,"Nothing, it was rather a short flight and also a night time travel so no need for more food items.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-800,Mainline,member,Neutral,noth rather short flight also night time travel need food item
3523,1473,SDX,EWX,2022-09-27,Early & Ontime,Delayed,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,
3524,1955,SFX,DCX,2022-09-29,Early & Ontime,Delayed,Domestic,"The french toast and waffle options need some kind of meat too, otherwise. the meal is all carbs. At least offer it as an option. On the SFO-DC flights, there is not much other food (a meal is skipped because of time change) so more protein is needed even if you do not want eggs.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member,Neutral,french toast waffl option need kind meat otherwis meal carb least offer option flight much food meal skip time chang protein need even want egg
3525,5683,DEX,AMX,2022-09-30,Early & Ontime,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,
3526,2381,SFX,HNX,2022-09-01,Delayed,Delayed,Domestic,"The choices of meals dwindle by the time you get to the back of first class. It is happened to me twice in the past. Once had to get something from the back offered for sale. It happened to our traveling companions on both legs of our flight from IAD to HNL. By the time they got to them no options were available and on the San Fran flight there was only tofu. We selected seats near the front, but United kept changing our flights and seats.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,choic meal dwindl time get back first class happen twice past get someth back offer sale happen travel companion leg flight iad hnl time got option avail san fran flight tofu select seat near front unit kept chang flight seat
3527,846,ORX,GRX,2022-09-01,Delayed,Delayed,Latin,"You need non- dairy items , at least in first class. I did not have dessert because everything had milk and cream.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,need dairi item least first class dessert everyth milk cream
3528,2682,DEX,SFX,2022-09-01,Early & Ontime,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,
3529,5567,LAX,ACX,2022-09-01,Delayed,Delayed,Domestic,Absolutley love United's coffee <:-)>.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,absolutley love unit coffe
3530,597,IAX,EWX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,Did not get a sense how alcoholic beverages were to be ordered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,get sens alcohol beverag order
3531,873,TPX,SFX,2022-09-02,Early & Ontime,Delayed,Pacific,Food is good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,food good
3532,2277,IAX,LAX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,Very little portion.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,littl portion
3533,717,PHX,IAX,2022-09-02,Delayed,Delayed,Domestic,Mo.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Negative,mo
3534,6046,IAX,GSX,2022-09-02,Early & Ontime,Delayed,Domestic,One cup?. Not much….,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,ERJ-175,Express,member,Neutral,one cup
3535,1219,EWX,LAX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,The selections were not too appealing. the chicken dish was just ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,select appeal chicken dish ok
3536,644,KOX,SFX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-900,Mainline,member,Neutral,
3537,3834,SCX,ORX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,Good biscut.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,good biscut
3538,1117,BOX,ORX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
3539,608,SJX,EWX,2022-09-03,Delayed,Delayed,Latin,No.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
3540,2469,TPX,EWX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"It worked for me, especially on a 7am flight.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,work especi 7am flight
3541,771,SEX,DEX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"I usually drink Pepsi products, especially, diet Mountain Dew.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,usual drink pepsi product especi diet mountain dew
3542,1768,DEX,DCX,2022-09-03,Early & Ontime,Delayed,Domestic,I would like to see at least two choices of white and red wine. You can not alway be guaranteed good quality so a choice helps.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,would like see least two choic white red wine alway guarante good qualiti choic help
